,channelId,channelTitle,video_id,title,thumbnail_url,tags,view_count,like_count,comment_count,duration
0,UC16niRr50-MSBwiO3YDb3RA,BBC News,LCTFS_hPQDQ,Life in the Trump family: an interview with Fred Trump III | BBC Americast,https://i.ytimg.com/vi/LCTFS_hPQDQ/mqdefault.jpg,"['bbc', 'bbc news', 'news', 'world news', 'breaking news', 'us news', 'world', 'america', 'usa', 'usa news', 'india news']",30983,494,199,PT24M32S
1,UC16niRr50-MSBwiO3YDb3RA,BBC News,K2XBDJEMt3o,Has America ever been more divided? | BBC Americast,https://i.ytimg.com/vi/K2XBDJEMt3o/mqdefault.jpg,"['bbc', 'bbc news', 'news', 'world news', 'breaking news', 'us news', 'world', 'america', 'usa', 'usa news', 'india news']",18019,428,282,PT24M22S
2,UC16niRr50-MSBwiO3YDb3RA,BBC News,SokzVk826Dk,Can you buy the White House? | BBC Americast,https://i.ytimg.com/vi/SokzVk826Dk/mqdefault.jpg,"['bbc', 'bbc news', 'news', 'world news', 'breaking news', 'us news', 'world', 'america', 'usa', 'usa news', 'india news']",11249,160,61,PT24M35S
3,UC16niRr50-MSBwiO3YDb3RA,BBC News,sBHti4FdbYY,Why President Joe Biden dropped out of the US election race | BBC Americast,https://i.ytimg.com/vi/sBHti4FdbYY/mqdefault.jpg,"['bbc', 'bbc news', 'news', 'world news', 'breaking news', 'us news', 'world', 'america', 'usa', 'usa news', 'india news']",16042,159,87,PT26M45S
4,UC16niRr50-MSBwiO3YDb3RA,BBC News,kWBSsJ4O3xg,Could Kamala Harris beat Donald Trump in the race to be US president? | BBC Americast,https://i.ytimg.com/vi/kWBSsJ4O3xg/mqdefault.jpg,"['bbc', 'bbc news', 'news', 'world news', 'breaking news', 'us news', 'world', 'america', 'usa', 'usa news', 'india news']",38563,427,532,PT5M1S
5,UC16niRr50-MSBwiO3YDb3RA,BBC News,r9UkTi1BYGg,Trump recounts assassination attempt in RNC speech | BBC Americast,https://i.ytimg.com/vi/r9UkTi1BYGg/mqdefault.jpg,"['bbc', 'bbc news', 'news', 'world news', 'breaking news', 'us news', 'world', 'america', 'usa', 'usa news', 'india news']",14230,374,129,PT24M31S
6,UC16niRr50-MSBwiO3YDb3RA,BBC News,9sol4fB4yU0,JD Vance makes his VP pitch to America | BBC Americast,https://i.ytimg.com/vi/9sol4fB4yU0/mqdefault.jpg,"['bbc', 'bbc news', 'news', 'world news', 'breaking news', 'us news', 'world', 'america', 'usa', 'usa news', 'india news']",11386,191,123,PT18M14S
7,UC16niRr50-MSBwiO3YDb3RA,BBC News,ICrme3QBxKA,Trump's defeated Republican rivals show united front at RNC | BBC Americast,https://i.ytimg.com/vi/ICrme3QBxKA/mqdefault.jpg,"['bbc', 'bbc news', 'news', 'world news', 'breaking news', 'us news', 'world', 'america', 'usa', 'usa news', 'india news']",14183,296,148,PT24M11S
8,UC16niRr50-MSBwiO3YDb3RA,BBC News,Gsp4F3ZpHWY,"Who is JD Vance, Donald Trump’s vice-presidential pick? | BBC Americast",https://i.ytimg.com/vi/Gsp4F3ZpHWY/mqdefault.jpg,"['bbc', 'bbc news', 'news', 'world news', 'breaking news', 'us news', 'world', 'america', 'usa', 'usa news', 'india news']",15576,163,101,PT26M
9,UC16niRr50-MSBwiO3YDb3RA,BBC News,B0rxLqtQrDg,How the US Secret Service failed Donald Trump | BBC Americast,https://i.ytimg.com/vi/B0rxLqtQrDg/mqdefault.jpg,"['bbc', 'bbc news', 'news', 'world news', 'breaking news', 'us news', 'world', 'america', 'usa', 'usa news', 'india news']",26196,582,211,PT36M15S
110,UC16niRr50-MSBwiO3YDb3RA,BBC News,xmpLXAu_6UE,Sir Keir Starmer begins tour of UK nations in first few days as PM | BBC News,https://i.ytimg.com/vi/xmpLXAu_6UE/mqdefault.jpg,"['bbc', 'bbc news', 'news', 'world news', 'breaking news', 'us news', 'world', 'america', 'usa', 'usa news', 'india news']",86851,1133,713,PT7M56S
111,UC16niRr50-MSBwiO3YDb3RA,BBC News,snZMi6zzJFk,"UK Prime Minister Keir Starmer says 'tough decisions' to come, in first news conference | BBC News",https://i.ytimg.com/vi/snZMi6zzJFk/mqdefault.jpg,"['bbc', 'bbc news', 'news', 'world news', 'breaking news', 'us news', 'world', 'america', 'usa', 'usa news', 'india news']",770491,7885,3561,PT14M13S
112,UC16niRr50-MSBwiO3YDb3RA,BBC News,RpXJlm3TEfQ,UK Election: World leaders react to Labour's landslide win | BBC News,https://i.ytimg.com/vi/RpXJlm3TEfQ/mqdefault.jpg,"['bbc', 'bbc news', 'news', 'world news', 'breaking news', 'us news', 'world', 'america', 'usa', 'usa news', 'india news']",320170,2457,1670,PT10M57S
113,UC16niRr50-MSBwiO3YDb3RA,BBC News,N1gFCUXQLes,Keir Starmer's first speech as UK prime minister in full | BBC News,https://i.ytimg.com/vi/N1gFCUXQLes/mqdefault.jpg,"['bbc', 'bbc news', 'news', 'world news', 'breaking news', 'us news', 'world', 'america', 'usa', 'usa news', 'india news']",517757,5616,2172,PT10M44S
114,UC16niRr50-MSBwiO3YDb3RA,BBC News,e2PHxi9mkBE,Keir Starmer officially becomes UK prime minister after audience with the King | BBC News,https://i.ytimg.com/vi/e2PHxi9mkBE/mqdefault.jpg,"['bbc', 'bbc news', 'news', 'world news', 'breaking news', 'us news', 'world', 'america', 'usa', 'usa news', 'india news']",107857,1259,456,PT7M35S
115,UC16niRr50-MSBwiO3YDb3RA,BBC News,g4Mt2oHKwis,UK election: Rishi Sunak resignation speech in full | BBC News,https://i.ytimg.com/vi/g4Mt2oHKwis/mqdefault.jpg,"['bbc', 'bbc news', 'news', 'world news', 'breaking news', 'us news', 'world', 'america', 'usa', 'usa news', 'india news']",1477613,14094,7630,PT5M35S
116,UC16niRr50-MSBwiO3YDb3RA,BBC News,2SmvuAcg0H8,UK election results: Labour wins landslide victory | BBC News,https://i.ytimg.com/vi/2SmvuAcg0H8/mqdefault.jpg,"['bbc', 'bbc news', 'news', 'world news', 'breaking news', 'us news', 'world', 'america', 'usa', 'usa news', 'india news']",224819,2161,1787,PT6M
117,UC16niRr50-MSBwiO3YDb3RA,BBC News,pKvqvgszng8,Moment former PM Liz Truss loses seat in UK general election | BBC News,https://i.ytimg.com/vi/pKvqvgszng8/mqdefault.jpg,"['bbc', 'bbc news', 'news', 'world news', 'breaking news', 'us news', 'world', 'america', 'usa', 'usa news', 'india news']",648217,5533,2784,PT2M28S
118,UC16niRr50-MSBwiO3YDb3RA,BBC News,Y3A5SVDJdXs,Labour wins UK general election with Keir Starmer to be next prime minister | BBC News,https://i.ytimg.com/vi/Y3A5SVDJdXs/mqdefault.jpg,"['bbc', 'bbc news', 'news', 'world news', 'breaking news', 'us news', 'world', 'america', 'usa', 'usa news', 'india news']",506312,6639,3491,PT11M36S
499,UC16niRr50-MSBwiO3YDb3RA,BBC News,L2S_bHhOPzE,Eurovision winner breaks trophy while celebrating. #Eurovision #Nemo #BBCNews,https://i.ytimg.com/vi/L2S_bHhOPzE/mqdefault.jpg,"['bbc', 'bbc news', 'news', 'world news', 'breaking news', 'us news', 'world', 'america', 'usa', 'usa news', 'india news']",133782,2705,597,PT23S
500,UC16niRr50-MSBwiO3YDb3RA,BBC News,VTU2O8Vaw_4,"No pants, a witch and LOTS of dancing. #Shorts #Eurovision #BBCNews",https://i.ytimg.com/vi/VTU2O8Vaw_4/mqdefault.jpg,"['bbc', 'bbc news', 'news', 'world news', 'breaking news', 'us news', 'world', 'america', 'usa', 'usa news', 'india news']",21855,267,74,PT31S
501,UC16niRr50-MSBwiO3YDb3RA,BBC News,W5_VsrGOIXY,ABBA make 'appearance' at Eurovision. #ABBA #Eurovision #BBCNews,https://i.ytimg.com/vi/W5_VsrGOIXY/mqdefault.jpg,"['bbc', 'bbc news', 'news', 'world news', 'breaking news', 'us news', 'world', 'america', 'usa', 'usa news', 'india news']",37977,601,244,PT22S
502,UC16niRr50-MSBwiO3YDb3RA,BBC News,9ktJQ5UR_iU,Eurovision's executive supervisor Martin Österdahl booed by the audience. #Eurovision #BBCNews,https://i.ytimg.com/vi/9ktJQ5UR_iU/mqdefault.jpg,"['bbc', 'bbc news', 'news', 'world news', 'breaking news', 'us news', 'world', 'america', 'usa', 'usa news', 'india news']",59694,1382,248,PT31S
503,UC16niRr50-MSBwiO3YDb3RA,BBC News,DNPBaxQrrmY,Bambie Thug was Ireland's Eurovision entry #Eurovision #BambieThug #BBCNews,https://i.ytimg.com/vi/DNPBaxQrrmY/mqdefault.jpg,"['bbc', 'bbc news', 'news', 'world news', 'breaking news', 'us news', 'world', 'america', 'usa', 'usa news', 'india news']",108034,2867,601,PT9S
504,UC16niRr50-MSBwiO3YDb3RA,BBC News,aEx3bWxwrZE,Eurovision UK entry Olly Alexander performs Dizzy. #Eurovision #BBCNews,https://i.ytimg.com/vi/aEx3bWxwrZE/mqdefault.jpg,"['bbc', 'bbc news', 'news', 'world news', 'breaking news', 'us news', 'world', 'america', 'usa', 'usa news', 'india news']",38664,572,131,PT25S
505,UC16niRr50-MSBwiO3YDb3RA,BBC News,aYh4WRmkMwU,Winner of Eurovision 2024 crowned in Malmo. #Shorts #Eurovision #BBCNews,https://i.ytimg.com/vi/aYh4WRmkMwU/mqdefault.jpg,"['bbc', 'bbc news', 'news', 'world news', 'breaking news', 'us news', 'world', 'america', 'usa', 'usa news', 'india news']",321181,7354,1103,PT25S
506,UC16niRr50-MSBwiO3YDb3RA,BBC News,TKWNsdCWjHE,Thousands are protesting in Malmo against Israel’s inclusion in Eurovision. #Eurovision #BBCNews,https://i.ytimg.com/vi/TKWNsdCWjHE/mqdefault.jpg,"['bbc', 'bbc news', 'news', 'world news', 'breaking news', 'us news', 'world', 'america', 'usa', 'usa news', 'india news']",25462,829,386,PT30S
507,UC16niRr50-MSBwiO3YDb3RA,BBC News,i0bDD6lBwxY,Olly Alexander will be singing for the UK on Saturday. #Eurovision #BBCNews,https://i.ytimg.com/vi/i0bDD6lBwxY/mqdefault.jpg,"['bbc', 'bbc news', 'news', 'world news', 'breaking news', 'us news', 'world', 'america', 'usa', 'usa news', 'india news']",14505,240,38,PT35S
508,UC16niRr50-MSBwiO3YDb3RA,BBC News,ZX6fN3R89LI,"Israel heads to Eurovision final, after a day of protests in Sweden | BBC News",https://i.ytimg.com/vi/ZX6fN3R89LI/mqdefault.jpg,"['bbc', 'bbc news', 'news', 'world news', 'breaking news', 'us news', 'world', 'america', 'usa', 'usa news', 'india news']",44226,645,1175,PT3M36S
1379,UC16niRr50-MSBwiO3YDb3RA,BBC News,FZhgVT8hY84,Larry Nassar: US justice department to pay abuse survivors $138m | BBC News,https://i.ytimg.com/vi/FZhgVT8hY84/mqdefault.jpg,"['bbc', 'bbc news', 'news', 'world news', 'breaking news', 'us news', 'world', 'america', 'usa', 'usa news', 'india news']",15823,205,60,PT2M13S
1380,UC16niRr50-MSBwiO3YDb3RA,BBC News,1JZZYMF0xOU,"Magic Johnson on the Olympics, HIV advocacy, and becoming a billionaire | BBC News",https://i.ytimg.com/vi/1JZZYMF0xOU/mqdefault.jpg,"['bbc', 'bbc news', 'news', 'world news', 'breaking news', 'us news', 'world', 'america', 'usa', 'usa news', 'india news']",171237,2917,130,PT23M19S
1381,UC16niRr50-MSBwiO3YDb3RA,BBC News,39zyH4i1SL8,Paris mayor swims in Seine to prove water clean enough for Olympics | BBC News,https://i.ytimg.com/vi/39zyH4i1SL8/mqdefault.jpg,"['bbc', 'bbc news', 'news', 'world news', 'breaking news', 'us news', 'world', 'america', 'usa', 'usa news', 'india news']",89088,860,396,PT2M5S
1382,UC16niRr50-MSBwiO3YDb3RA,BBC News,Min2bisyCBk,"Paris Olympics: 75,000 troops on the streets as Games near | BBC News",https://i.ytimg.com/vi/Min2bisyCBk/mqdefault.jpg,"['bbc', 'bbc news', 'news', 'world news', 'breaking news', 'us news', 'world', 'america', 'usa', 'usa news', 'india news']",259764,2989,1306,PT2M44S
1383,UC16niRr50-MSBwiO3YDb3RA,BBC News,F8p8uPjgziw,Paris set for 2024 Olympics opening ceremony as security tightened | BBC News,https://i.ytimg.com/vi/F8p8uPjgziw/mqdefault.jpg,"['bbc', 'bbc news', 'news', 'world news', 'breaking news', 'us news', 'world', 'america', 'usa', 'usa news', 'india news']",112511,923,321,PT4M6S
1384,UC16niRr50-MSBwiO3YDb3RA,BBC News,Ba2Lu57RIZs,"Eurostar trains to Paris are being diverted, ahead of the Olympic Games opening ceremony. #BBCNews",https://i.ytimg.com/vi/Ba2Lu57RIZs/mqdefault.jpg,"['bbc', 'bbc news', 'news', 'world news', 'breaking news', 'us news', 'world', 'america', 'usa', 'usa news', 'india news']",41817,948,130,PT45S
1385,UC16niRr50-MSBwiO3YDb3RA,BBC News,uu_GWPzgLSc,"French train network hit by 'malicious' attacks before Olympics ceremony, rail firm says | BBC News",https://i.ytimg.com/vi/uu_GWPzgLSc/mqdefault.jpg,"['bbc', 'bbc news', 'news', 'world news', 'breaking news', 'us news', 'world', 'america', 'usa', 'usa news', 'india news']",167897,948,927,PT3M46S
1386,UC16niRr50-MSBwiO3YDb3RA,BBC News,iCRDQl9hosw,Paris Olympics:  arson attacks bring chaos to French rail network before opening ceremony | BBC News,https://i.ytimg.com/vi/iCRDQl9hosw/mqdefault.jpg,"['bbc', 'bbc news', 'news', 'world news', 'breaking news', 'us news', 'world', 'america', 'usa', 'usa news', 'india news', 'France', 'rail', 'network', 'attack', 'attacks', 'arson', 'arsonists', 'sabotage', 'Paris', 'Olympics', 'trains', 'saboteurs', 'Macron', 'Games', '2024', 'security', 'police', 'army', 'criminal', 'protest', 'climate', 'left', 'right', 'politics', 'political', 'motive', 'behind', 'who', 'why', 'risk', 'threat', 'danger', 'terror', 'terrorism', 'investigation', 'investigators', 'prosecutors', 'prime', 'minister']",358434,2212,1069,PT5M36S
1387,UC16niRr50-MSBwiO3YDb3RA,BBC News,PqctlngJx_U,France travel disruption to last all weekend after arson attacks | BBC News,https://i.ytimg.com/vi/PqctlngJx_U/mqdefault.jpg,"['bbc', 'bbc news', 'news', 'world news', 'breaking news', 'us news', 'world', 'america', 'usa', 'usa news', 'india news']",118461,772,337,PT3M22S
1388,UC16niRr50-MSBwiO3YDb3RA,BBC News,wuzrrzKZK2k,South Korea wrongly introduced as North Korea at Paris 2024 Olympics. #Paris2024 #Olympics #BBCNews,https://i.ytimg.com/vi/wuzrrzKZK2k/mqdefault.jpg,"['bbc', 'bbc news', 'news', 'world news', 'breaking news', 'us news', 'world', 'america', 'usa', 'usa news', 'india news']",351475,8405,1494,PT39S
2949,UC16niRr50-MSBwiO3YDb3RA,BBC News,3YMleRGjeqE,"Sydney church stabbing was a 'terrorist attack', Australia police say | BBC News",https://i.ytimg.com/vi/3YMleRGjeqE/mqdefault.jpg,"['bbc', 'bbc news', 'news', 'world news', 'breaking news', 'us news', 'world', 'america', 'usa', 'usa news', 'india news']",51185,832,0,PT4M22S
2950,UC16niRr50-MSBwiO3YDb3RA,BBC News,UVBbzb0jHiU,Mexico tourists found dead in well after likely carjacking | BBC News,https://i.ytimg.com/vi/UVBbzb0jHiU/mqdefault.jpg,"['bbc', 'bbc news', 'news', 'world news', 'breaking news', 'us news', 'world', 'america', 'usa', 'usa news', 'india news']",36789,343,327,PT1M48S
2951,UC16niRr50-MSBwiO3YDb3RA,BBC News,GUtXf7xQmKI,Australia’s $22bn love for pets | BBC News,https://i.ytimg.com/vi/GUtXf7xQmKI/mqdefault.jpg,"['bbc', 'bbc news', 'news', 'world news', 'breaking news', 'us news', 'world', 'america', 'usa', 'usa news', 'india news']",28968,670,112,PT2M56S
2952,UC16niRr50-MSBwiO3YDb3RA,BBC News,2IZRojuhWeM,China's Premier Li Qiang visits Australia’s PM Anthony Albanese | BBC News,https://i.ytimg.com/vi/2IZRojuhWeM/mqdefault.jpg,"['bbc', 'bbc news', 'news', 'world news', 'breaking news', 'us news', 'world', 'america', 'usa', 'usa news', 'india news']",38446,274,239,PT6M21S
2953,UC16niRr50-MSBwiO3YDb3RA,BBC News,8oWUPDCxHqA,Body found in search for child missing in crocodile attack | BBC News,https://i.ytimg.com/vi/8oWUPDCxHqA/mqdefault.jpg,"['bbc', 'bbc news', 'news', 'world news', 'breaking news', 'us news', 'world', 'america', 'usa', 'usa news', 'india news']",94840,853,507,PT4M3S
4890,UCZFMm1mMw0F81Z37aaEzTUA,NDTV,r6KP2LR4vYc,Banega Swasth India's 'Hygiene Rap' With Ayushmann Khurrana,https://i.ytimg.com/vi/r6KP2LR4vYc/mqdefault.jpg,"['2ndadmomwearspradawithcta_136427', 'NDTV 24x7', 'breaking news', 'current affairs', 'latest news', 'live news', 'ndtv', 'ndtv live 24x7 english news', 'top news', 'category= news', 'Digital Teaser', 'Show= Banega Swasth India', 'BSI', 'Ayushmann Khurana', 'Ayushmann Khurrana', 'Banega Swasth India', 'BanegaSwasthIndiaS10', 'BanegaSwasthIndiaS10Telethon', 'banegaswachhindialatestvideos']",175,0,0,PT1M56S
4892,UCZFMm1mMw0F81Z37aaEzTUA,NDTV,WDAOjDjDBE4,Independence Day 2024 | Manipur CM N Biren Singh Hoists The Tricolour On 78th Independence Day,https://i.ytimg.com/vi/WDAOjDjDBE4/mqdefault.jpg,"['NDTV 24x7', 'ndtv', 'ndtv live 24x7 english news', 'top news', 'live news', 'latest news', 'breaking news', 'Current Affairs', 'Independence Day', '78th Independence Day', 'happy independence day', 'independence day 2024', 'india independence day', 'independence day of india', '15 August 2024', 'Narendra Modi news', 'Svatantrata Diwas', 'Independence Day live news', 'Narendra Modi latest news', 'Independence Day live', 'NDTV News', 'Show= NDTV Digital Originals', 'Digital Teaser', 'N Biren Singh', 'Imphal', 'Manipur']",164,3,2,PT2M41S
4893,UCZFMm1mMw0F81Z37aaEzTUA,NDTV,0fHPSant7_Q,Independence Day 2024 | Lok Sabha Speaker Om Birla Hoists National Flag At His Residence,https://i.ytimg.com/vi/0fHPSant7_Q/mqdefault.jpg,"['NDTV 24x7', 'ndtv', 'ndtv live 24x7 english news', 'top news', 'live news', 'latest news', 'breaking news', 'Current Affairs', 'Independence Day', 'PM Modi', '78th Independence Day', 'independence day 2024', 'india independence day', 'independence day of india', '15 august independence day', 'independence day 2024 Speech', '15 August 2024', 'Svatantrata Diwas', 'Independence Day live news', 'National Flag', 'Independence Day live', 'Delhi Red Fort', 'Show= NDTV Digital Originals', 'Digital Short Clip', 'Om Birla']",216,4,0,PT3M33S
4894,UCZFMm1mMw0F81Z37aaEzTUA,NDTV,xQdY1eVhI9s,Independence Day 2024 | Srinagar's Lal Chowk Illuminated In Tricolour For Independence Day,https://i.ytimg.com/vi/xQdY1eVhI9s/mqdefault.jpg,"['NDTV 24x7', 'ndtv', 'ndtv live 24x7 english news', 'top news', 'live news', 'latest news', 'breaking news', 'Current Affairs', 'Independence Day', 'PM Modi', 'Red Fort', '78th Independence Day', 'happy independence day', 'independence day 2024', 'india independence day', 'independence day of india', 'independence day 2024 Speech', '15 August 2024', 'Narendra Modi news', 'Svatantrata Diwas', 'Independence Day live news', 'Narendra Modi latest news', 'NDTV News', 'Show= NDTV Digital Originals', 'Digital Teaser']",222,3,0,PT1M7S
4895,UCZFMm1mMw0F81Z37aaEzTUA,NDTV,5jRtfnu50O4,Ustad Amjad Ali Khan | India Through The Eyes Of Icons: Ustad Amjad Ali Khan & Sons,https://i.ytimg.com/vi/5jRtfnu50O4/mqdefault.jpg,"['NDTV 24x7', 'breaking news', 'current affairs', 'latest news', 'live news', 'ndtv', 'ndtv live 24x7 english news', 'ndtv_news', 'top news', 'India Through The Eyes Of Icons', 'Ustad Amjad Ali Khan', ""Ustad Amjad Ali Khan's Son"", 'sarod maestro', 'Amaan Ali Bangesh', 'Ayaan Ali Bangesh', 'category= news', 'Show= India At 78', 'Anchor= Marya Shakil', 'TV Clip']",593,2,0,PT31M42S
4896,UCZFMm1mMw0F81Z37aaEzTUA,NDTV,9heyScI_Nwc,"Manu Bhaker | Twin Olympic Medalist Manu Bhaker To NDTV: ""Can't Say This Is Enough""",https://i.ytimg.com/vi/9heyScI_Nwc/mqdefault.jpg,"['NDTV 24x7', 'breaking news', 'current affairs', 'latest news', 'live news', 'ndtv', 'ndtv live 24x7 english news', 'ndtv_news', 'top news', 'category= news', 'Show= India At 78', 'Anchor= Marya Shakil', 'TV Clip', 'Olympics 2024', 'Shooting', 'Manu Bhaker', 'Shooter', 'Manu Bhaker Wins Medal', 'Indian Champion']",648,3,1,PT13M52S
4897,UCZFMm1mMw0F81Z37aaEzTUA,NDTV,tOqtNQQgmBc,Asaduddin Owaisi News | Asaduddin Owaisi Hoists National Flag In Hyderabad On Independence Day,https://i.ytimg.com/vi/tOqtNQQgmBc/mqdefault.jpg,"['NDTV 24x7', 'live news', 'ndtv', 'top news', 'Independence Day', 'PM Modi', 'Red Fort', '78th Independence Day', 'happy independence day', 'independence day 2024', 'india independence day', 'independence day of india', '15 august independence day', 'independence day 2024 Speech', '15 August 2024', 'Narendra Modi news', 'Svatantrata Diwas', 'Independence Day live news', 'Narendra Modi latest news', 'National Flag', 'Independence Day live', 'Delhi Red Fort', 'NDTV News', 'Show= Independence Day 2024', 'Digital Short Clip']",795,13,0,PT3M7S
4898,UCZFMm1mMw0F81Z37aaEzTUA,NDTV,3h0etkn-PjA,"Independence Day Celebrations | Kharge Hoists Tricolour At Congress HQ, Rahul Gandhi In Attendance",https://i.ytimg.com/vi/3h0etkn-PjA/mqdefault.jpg,"['NDTV 24x7', 'latest news', 'live news', 'ndtv', 'top news', 'PM Modi', 'Red Fort', '78th Independence Day', 'happy independence day', 'independence day 2024', 'india independence day', 'independence day of india', '15 august independence day', 'independence day 2024 Speech', '15 August 2024', 'Narendra Modi news', 'Svatantrata Diwas', 'Independence Day live news', 'Narendra Modi latest news', 'National Flag', 'Independence Day live', 'Delhi Red Fort', 'NDTV News', 'Digital Teaser', 'Show= NDTV Digital Originals']",2118,34,5,PT3M25S
4899,UCZFMm1mMw0F81Z37aaEzTUA,NDTV,Qvu3gMz6278,"Independence Day 2024 | CJI Chandrachud Highlights Role Of Journalists, Legal Professionals On I-Day",https://i.ytimg.com/vi/Qvu3gMz6278/mqdefault.jpg,"['NDTV 24x7', 'ndtv', 'top news', 'PM Modi', 'Red Fort', '78th Independence Day', 'happy independence day', 'independence day 2024', 'india independence day', 'independence day of india', '15 august independence day', 'independence day 2024 Speech', '15 August 2024', 'Narendra Modi news', 'Svatantrata Diwas', 'Independence Day live news', 'Narendra Modi latest news', 'National Flag', 'Independence Day live', 'Delhi Red Fort', 'NDTV News', 'Digital Teaser', 'Show= NDTV Digital Originals']",724,13,0,PT29S
4900,UCZFMm1mMw0F81Z37aaEzTUA,NDTV,TmsX-Z3FkYo,"PM Modi Independence Day Speech | PM Modi Slams Glorification Of Corruption, Vows To Fight It",https://i.ytimg.com/vi/TmsX-Z3FkYo/mqdefault.jpg,"['NDTV 24x7', 'latest news', 'top news', 'Independence Day', 'PM Modi', 'Red Fort', '78th Independence Day', 'happy independence day', 'independence day 2024', 'india independence day', 'independence day of india', '15 august independence day', 'independence day 2024 Speech', '15 August 2024', 'Narendra Modi news', 'Svatantrata Diwas', 'Independence Day live news', 'Narendra Modi latest news', 'National Flag', 'Independence Day live', 'Delhi Red Fort', 'NDTV News', 'Digital Teaser', 'Show= NDTV Digital Originals']",885,4,0,PT2M29S
4901,UCZFMm1mMw0F81Z37aaEzTUA,NDTV,7f85Rwl7grY,Independence Day Speech | PM Interacts With School Students At Red Fort Post Independence Day Speech,https://i.ytimg.com/vi/7f85Rwl7grY/mqdefault.jpg,"['Independence Day', 'PM Modi', 'Red Fort', '78th Independence Day', 'happy independence day', 'independence day 2024', 'india independence day', 'independence day of india', '15 august independence day', 'independence day 2024 Speech', '15 August 2024', 'Narendra Modi news', 'Svatantrata Diwas', 'Independence Day live news', 'Narendra Modi latest news', 'National Flag', 'Independence Day live', 'Delhi Red Fort', 'breaking news', 'NDTV News', 'Show= NDTV Digital Originals', 'Digital Short Clip']",1368,8,0,PT6M55S
5023,UCZFMm1mMw0F81Z37aaEzTUA,NDTV,hvDDUyqAEis,Jai Jawan With John Abraham: Catch NDTV's Independence Day Special Show With The Armed Forces,https://i.ytimg.com/vi/hvDDUyqAEis/mqdefault.jpg,"['NDTV 24x7', 'breaking news', 'current affairs', 'latest news', 'live news', 'ndtv', 'ndtv live 24x7 english news', 'top news', 'Independence Day special', 'Jai Jawan', 'John Abraham', 'Indian Army', 'Patriotism', 'Independence Day 2024', 'Bollywood stars with soldiers', 'John Abraham interview', 'Jai Jawan show', 'Indian soldiers', 'Army celebrations', 'National pride', 'John Abraham latest movie', 'John Abraham movie', 'Show= Jai Jawan', 'Digital Teaser']",822,31,3,PT41S
5168,UCZFMm1mMw0F81Z37aaEzTUA,NDTV,b5OR4hT6xxU,"Kolkata Rape-Murder Case | RG Kar Hospital’s Guard Hints At Evidence Tampering, Says CCTV Vandalised",https://i.ytimg.com/vi/b5OR4hT6xxU/mqdefault.jpg,"['NDTV 24x7', 'ndtv', 'ndtv live 24x7 english news', 'top news', 'live news', 'latest news', 'breaking news', 'Current Affairs', 'current affairs', 'category= news', 'Mamata Banarjee', 'Kolkata Murder-Rape case', 'Kolkata Protest', 'Kolkata Doctors Protest', 'Doctors Protest', 'Mumbai Doctors Protest', 'Kolkata Crime News', 'Trainee Doctor Found Dead In Seminar Hall', 'West Bengal News', 'RG Kar Medical College', 'Medical Doctor Found Dead In RG Kar', 'Show= NDTV Digital Originals', 'Digital Teaser']",1918,17,0,PT2M29S
5169,UCBi2mrWuNuyYy4gbM6fU18Q,ABC News,ibjf6anX7c0,Donald Trump’s full speech at the RNC,https://i.ytimg.com/vi/ibjf6anX7c0/mqdefault.jpg,"['ABC', 'ABCNL', 'Convention', 'Donald', 'NEWS', 'National', 'RNC', 'Republican', 'Trump', 'full', 'keynote', 'p_cmsid=2494279', 'p_vid=news-112090288', 'speech']",526699,8039,2963,PT1H32M16S
5170,UCBi2mrWuNuyYy4gbM6fU18Q,ABC News,nHzJPVi-ZxY,Recapping Day 4 at the RNC,https://i.ytimg.com/vi/nHzJPVi-ZxY/mqdefault.jpg,"['Carlson', 'Convention', 'Hogan', 'Hulk', 'Kid', 'National', 'RNC', 'Republican', 'Rock', 'Tucker', 'abc', 'abcnl', 'donald', 'highlights', 'news', 'p_cmsid=2494279', 'p_vid=news-112090368', 'recap', 'trump']",2857,32,10,PT5M10S
5171,UCBi2mrWuNuyYy4gbM6fU18Q,ABC News,mTJqvOfvhSw,"ABC World News Tonight with David Muir Full Broadcast - July 18, 2024",https://i.ytimg.com/vi/mTJqvOfvhSw/mqdefault.jpg,"['news', 'breaking news', 'live news', 'daily news', 'world news', 'us news', 'politics', 'RNC', 'Republican National Convention', 'Donald Trump', 'election']",291263,2629,443,PT20M13S
5172,UCBi2mrWuNuyYy4gbM6fU18Q,ABC News,8jVMfdC7v7Y,Trump credits immigration chart with saving his life at rally shooting,https://i.ytimg.com/vi/8jVMfdC7v7Y/mqdefault.jpg,"['ABC', 'Convention', 'National', 'News', 'RNC', 'Republican', 'Trump', 'abcnl', 'assassination', 'attempt', 'chart', 'migrants', 'p_cmsid=2494279', 'p_vid=news-112090445', 'rally', 'shooting', 'undocumented']",5275,91,25,PT1M4S
5173,UCBi2mrWuNuyYy4gbM6fU18Q,ABC News,elrQmd8wH94,Melania Trump joins Donald Trump on stage at RNC,https://i.ytimg.com/vi/elrQmd8wH94/mqdefault.jpg,"['news', 'breaking news', 'live news', 'daily news', 'world news', 'us news']",91020,653,332,PT1M18S
