,channelId,channelTitle,video_id,title,thumbnail_url,tags,view_count,like_count,comment_count,duration
12191,UC6RJ7-PaXg6TIH2BzZfTV7w,TIMES NOW,d8F8LZjZ1N4,Donald Trump LIVE News | US Homeland Security Hearing LIVE | Trump's Assassination Attempt Hearing,https://i.ytimg.com/vi/d8F8LZjZ1N4/mqdefault.jpg,"['live', 'trump accident trial live', 'trump secret service trial', 'trump attack trial', 'secret service', 'secret service trump', 'secret service agents', 'secret service sniper shooting at trump rally', 'trump secret service', 'donald trump', 'secret service failure', 'secret service training', 'us secret service', 'secret service trump agents', 'trump shooting', 'secret service fails to protect', 'trump rally', 'trump shot', 'trump shot secret service', 'trump maga secret service', 'secret service trump rally']",21722,201,42,PT3H1S
12192,UC6RJ7-PaXg6TIH2BzZfTV7w,TIMES NOW,31pqtnSIM-8,Trump Interview LIVE | Donald Trump's Big Claim Over Biden Exit | US News LIVE | Donald Trump LIVE,https://i.ytimg.com/vi/31pqtnSIM-8/mqdefault.jpg,"['live', 'trump musk', 'elon musk donald trump', 'elon musk trump', 'donald trump elon musk', 'elon musk interview trump', 'donald trump', 'musk and trump news', 'trump interview', 'elon musk interview', 'donald trump interview', 'trump musk interview', 'elon musk to interview trump', 'elon musk', 'interview with elon musk', 'elon musk interview donald trump', 'donald trump elon musk interview', 'musk interview', 'trump interview live', 'donald trump news', 'trump', 'trump elon musk', 'trump latest news', 'trump live']",3252,39,2,PT9H43M8S
12193,UC6RJ7-PaXg6TIH2BzZfTV7w,TIMES NOW,JynFoaelO3I,Israel War LIVE: Hezbollah Rockets Target Israel; Biden Hopes for Iran De-escalation | Hezbollah,https://i.ytimg.com/vi/JynFoaelO3I/mqdefault_live.jpg,"['live', 'israel iran war', 'iran israel war', 'israel war', 'iran attack on israel', 'iran israel', 'israel hamas war', 'iran attacks israel', 'israel iran', 'iran attack israel', 'iran israel news', 'israel', 'iran israel war news', 'war in israel', 'iran vs israel', 'iran israel attack', 'israel iran attack', 'israel iran war news', 'iran israel war news today', 'iran drone attack israel', 'israel hezbollah war', 'israel news', 'iran', 'israel vs iran', 'israel attack', 'ismail haniyeh killed in iran']",13621,60,0,P0D
12194,UC6RJ7-PaXg6TIH2BzZfTV7w,TIMES NOW,2lxGaRrQWTU,Trump Interview LIVE | Elon Musk Interview Trump LIVE | Trump-Elon Musk LIVE | Trump Interview On X,https://i.ytimg.com/vi/2lxGaRrQWTU/mqdefault_live.jpg,"['live', 'elon musk donald trump', 'elon musk trump', 'trump musk', 'donald trump', 'elon musk interview trump', 'elon musk to interview trump', 'donald trump elon musk', 'trump musk interview', 'trump interview', 'donald trump interview', 'elon musk interview live', 'elon musk', 'elon musk interview donald trump', 'musk and trump news', 'musk interview', 'trump', 'interview with elon musk', 'trump interview live', 'trump latest news', 'trump live', 'donald trump news', 'trump elon musk', 'elon musk x']",5833,132,0,P0D
12195,UC6RJ7-PaXg6TIH2BzZfTV7w,TIMES NOW,C1A20qjrKs8,Israel War LIVE | Iran on verge of launching direct attack on Israel LIVE | Iran vs Netanyahu LIVE,https://i.ytimg.com/vi/C1A20qjrKs8/mqdefault.jpg,"['live', 'Hezbollah Attack On Israel News LIVE', 'israel hezbollah war', 'israel', 'hezbollah', 'hezbollah attack israel', 'hezbollah attack on israel', 'israel attack', 'israel hezbollah', 'hezbollah vs israel', 'hezbollah attacks israel', 'israel vs hezbollah', 'hezbollah israel war', 'israel hezbollah tensions', 'israel hezbollah conflict', 'israel news', 'hezbollah israel', 'israel attack hezbollah', 'israel hezbollah news', 'israel hamas war', 'iran attack on israel', 'iran attack israel', 'hezbollah attack']",8746,69,8,PT4H46M46S
12196,UC6RJ7-PaXg6TIH2BzZfTV7w,TIMES NOW,FeR1GcDCUhA,Hezbollah News LIVE: Deadly Hezbollah Drone Attack On Israel News Live | Hezbollah Vs Netanyahu LIVE,https://i.ytimg.com/vi/FeR1GcDCUhA/mqdefault_live.jpg,"['live', 'Hezbollah Attack On Israel News LIVE', 'israel hezbollah war', 'israel', 'hezbollah', 'hezbollah attack israel', 'hezbollah attack on israel', 'israel attack', 'israel hezbollah', 'hezbollah vs israel', 'hezbollah attacks israel', 'israel vs hezbollah', 'hezbollah israel war', 'israel hezbollah tensions', 'israel hezbollah conflict', 'israel news', 'hezbollah israel', 'israel attack hezbollah', 'israel hezbollah news', 'israel hamas war', 'iran attack on israel', 'iran attack israel', 'hezbollah attack']",19649,95,0,P0D
12197,UC6RJ7-PaXg6TIH2BzZfTV7w,TIMES NOW,ybTNQXjH1Q8,Trump Faces New Threat? Burglars Raid Ex-US President's Campaign Office| Suspect On Cam| Watch,https://i.ytimg.com/vi/ybTNQXjH1Q8/mqdefault.jpg,"['trump elon interview', 'elon musk', 'donald trump', 'interview', 'trump interview', 'vice president', 'trump rally', 'us elections', 'us', 'polls', 'joe biden', 'kamala harris', 'political funding', 'republicans', 'us presidential elections 2024', 'tim walz', 'jd vance', 'burglary', 'virginia', 'donald trump elon musk', 'donald trump 2024', 'us elections 2024', 'presidential election', 'donald trump latest news', 'donald trump assassination attempt', 'donald trump attack', 'us election date', 'us elections update', 'trump 2024']",564,16,2,PT3M5S
12198,UC6RJ7-PaXg6TIH2BzZfTV7w,TIMES NOW,lDlk00JW-mA,Afghan Forces Attack Pakistan Army Posts| Fierce Gun Battle| Torkham Border Warzone| Tensions Rise,https://i.ytimg.com/vi/lDlk00JW-mA/mqdefault.jpg,"['pakistan', 'afghan taliban', 'torkham border', 'cross-border fire', 'border clash', 'border conflict', 'torkham clash', 'trade disruption', 'border shutdown', 'durand line', 'afghan-pakistan border', 'skirmish', 'taliban fighters', 'border violence', 'refugee crisis', 'taliban rule', 'pakistan news', 'border dispute', 'humanitarian crisis', 'conflict zone', 'pakistani forces', 'afghan forces', 'taliban government', 'cross-border skirmish', 'trade impact', 'conflict escalation', 'taliban policies', 'afghanistan news']",10931,127,119,PT3M20S
13099,UC6RJ7-PaXg6TIH2BzZfTV7w,TIMES NOW,HvvtQW9jh0Q,"PM Modi Dials Hockey Team, Congratulates Team For Winning Bronze Medal At Paris Olympics 2024",https://i.ytimg.com/vi/HvvtQW9jh0Q/mqdefault.jpg,"['indian hockey team', 'pm modi', 'pm modi call hockey team', 'pm modi dials hockey team', 'pm modi calls indian hockey team', 'pm modi speaks to indian hockey team', 'pm modi speaks to indian mens hockey team', 'pm modi speaks to hockey team', 'pm modi congratulate to hockey team', 'pm modi dials women hockey team', 'pm modi dials indian hockey team', 'pm narendra modi', 'pm modi hails hockey team', 'pm modi hockey team', 'pm modi call indian hockey team', ""india pm modi women's hockey team""]",36,1,0,PT1M31S
13100,UC6RJ7-PaXg6TIH2BzZfTV7w,TIMES NOW,MI0QNsysCHE,Kolkata Hospital Horror: TMC's Saket Gokhale Hits Out At Congress After Rahul's Remarks On Incident,https://i.ytimg.com/vi/MI0QNsysCHE/mqdefault.jpg,"['breaking news', 'kolkata', 'cbi', 'kolkata rape murder case', 'cbi takes over kolkata murder case', 'r g kar hospital doctor’s death latest update', 'cbi takes over kolkata doctor murder case', 'r g kar hospital doctor’s death news', 'r g kar hospital doctor’s death update', 'cbi takes over kolkata doctor rape murder case', 'cbi takes over kolkata doctor rape case', 'kolkata lady doctor murder', 'kolkata doctor murder', 'kolkata doctor death', 'murder in kolkata', 'doctor raped in kolkata', 'times now', 'top news']",228,4,3,PT1M20S
13101,UC6RJ7-PaXg6TIH2BzZfTV7w,TIMES NOW,hUFJt4LFPEM,"Kolkata Doctor's Accused Sanjay's Mother-In-Law Reveals Horror, Claims 'He Physically Abused My...'",https://i.ytimg.com/vi/hUFJt4LFPEM/mqdefault.jpg,"['breaking news', 'kolkata murder case', 'kolkata murder news', 'kolkata doctor horror', 'kolkata doctor murder', 'kolkara doctor death case', 'kolkata', 'autopsy report', 'kolkata rape murder case', 'kolkata doctor autopsy', 'kolkata doctor had10 injuries', 'kolkata doctor autopsy report', 'doctor murder autopsy report', 'kolkata doctor rape case final autopsy report', 'doctor rape case final autopsy report', 'kolkata doctor death due to throttling and smothering', 'kolkata doctor multiple injuries']",818,11,2,PT3M47S
13102,UC6RJ7-PaXg6TIH2BzZfTV7w,TIMES NOW,zT5Ar5RZTa8,Kolkata Shocker: Anger Continues To Mount; Forda Says 'Will Resume Over Protest' | Breaking News,https://i.ytimg.com/vi/zT5Ar5RZTa8/mqdefault.jpg,"['kolkata', 'cbi', 'kolkata rape murder case', 'cbi takes over kolkata murder case', 'r g kar hospital doctor’s death latest update', 'cbi takes over kolkata doctor murder case', 'r g kar hospital doctor’s death news', 'r g kar hospital doctor’s death update', 'cbi takes over kolkata doctor rape murder case', 'cbi takes over kolkata doctor rape case', 'kolkata lady doctor murder', 'kolkata doctor murder', 'kolkata doctor death', 'murder in kolkata', 'doctor raped in kolkata', 'west bengal doctor case']",3199,29,5,PT2M3S
13103,UC6RJ7-PaXg6TIH2BzZfTV7w,TIMES NOW,KhPywUGqEPQ,Kolkata Horror: Vandalism At RG Kar College Emergency Building During Statewide Anti-Rape Protest,https://i.ytimg.com/vi/KhPywUGqEPQ/mqdefault.jpg,"['kolkata', 'cbi', 'kolkata rape murder case', 'cbi takes over kolkata murder case', 'r g kar hospital doctor’s death latest update', 'cbi takes over kolkata doctor murder case', 'r g kar hospital doctor’s death news', 'r g kar hospital doctor’s death update', 'cbi takes over kolkata doctor rape murder case', 'cbi takes over kolkata doctor rape case', 'kolkata lady doctor murder', 'kolkata doctor murder', 'kolkata doctor death', 'murder in kolkata', 'doctor raped in kolkata', 'west bengal doctor case']",507,6,0,PT11M4S
13105,UC6RJ7-PaXg6TIH2BzZfTV7w,TIMES NOW,A3kWK1XRF-o,SC Denies Interim Bail To Delhi CM Arvind Kejriwal; Can He Remain 'CM From Jail'? | English News,https://i.ytimg.com/vi/A3kWK1XRF-o/mqdefault.jpg,"['arvind kejriwal', 'supreme court', 'supreme court on arvind kejriwal', 'arvind kejriwal bail', 'arvind kejriwal interim bail', 'arvind kejriwal bail news', 'supreme court denies interim bail to delhi cm arvind kejriwal', 'supreme court denies interim bail', 'sc denies interim bail to arvind kejriwal', 'sc denies interim bail', 'sc denies interim bail to kejriwal', 'supreme court denies interim bail to kejriwal', 'arvind kejriwal case in supreme court', 'supreme court denied interim bail to kejriwal']",19765,113,54,PT25M39S
13106,UC6RJ7-PaXg6TIH2BzZfTV7w,TIMES NOW,OBWjk470ADQ,Silchar Medical College Takes A U-Turn; Cancels Advisory For Female Students | Kolkata Doctor Death,https://i.ytimg.com/vi/OBWjk470ADQ/mqdefault.jpg,"['sinchar medical college', 'kolkata doctor death', 'times now', 'kolkata', 'autopsy report', 'kolkata rape murder case', 'kolkata doctor autopsy', 'kolkata doctor had10 injuries', 'kolkata doctor autopsy report', 'doctor murder autopsy report', 'kolkata doctor rape case final autopsy report', 'doctor rape case final autopsy report', 'kolkata doctor death due to throttling and smothering', 'kolkata doctor multiple injuries', 'kolkata doctor murder autopsy report', 'r g kar hospital doctor’s death update']",1730,19,1,PT2M47S
13107,UC6RJ7-PaXg6TIH2BzZfTV7w,TIMES NOW,s3ICe05Otnk,Chennai Gears Up for India’s First Formula 4 Night Street Race: Aug 30 - Sept 1 | English News,https://i.ytimg.com/vi/s3ICe05Otnk/mqdefault.jpg,"['formula 4 car race', 'formula 1', 'night street race', 'formula 4', 'formula 4 race in chennai', 'formula 4 car racing chennai', 'formula race in chennai', 'formula one', 'formula 4 drivers', 'what is night street circuit', 'chennai formula 4 racing', 'chennai formula 4', 'formula 4 chennai tickets', 'street', 'formula 4 chennai 2024', 'formula 4 chennai date', 'chennai night race', 'cams jayco australian formula 4 championship', 'chennai formula racing circuit', 'fia formula 4 indian championship']",161,1,0,PT11M47S
13108,UC6RJ7-PaXg6TIH2BzZfTV7w,TIMES NOW,Wf35FW3Rosw,PM Narendra Modi's 'Har Ghar Tiranga' Campaign Faces Controversy Ahead of Independence Day,https://i.ytimg.com/vi/Wf35FW3Rosw/mqdefault.jpg,"['har ghar tiranga campaign', 'har ghar tiranga', 'pm narendra modi', 'pm modi har ghar tiranga campaign', 'prime minister narendra modi', 'row erupts over har ghar tiranga campaign', 'har ghar tiranga abhiyan', 'pm modi vs congress over har ghar tiranga campaign', 'pm narendra modi speech', 'narendra modi', 'har ghar tiranga campaign latest news updates', 'har ghar tiranga drive', 'har ghar tiranga news', 'har ghar tiranga song', 'har ghar tiranga yojana', 'har ghar tiranga anthem']",359,1,3,PT3M12S
14709,UC6RJ7-PaXg6TIH2BzZfTV7w,TIMES NOW,KY8Hen95z4M,Ultraviolette F77 Mach 2 To Rule EV Motorcycle Market? 1st Ride| Watch Detailed Review| 0-60 In...,https://i.ytimg.com/vi/KY8Hen95z4M/mqdefault.jpg,"['Ultraviolette F77 Mach 2', 'EV Motorcycle', 'F77 Mach 2', 'fastest ev', 'fastest ev in India', 'ev superbike in india', 'best ev motorcycle in india', 'top 10 ev motorcycle', 'top 10 ev bike in india', 'fastest ev bike in india', 'ultraviolette f77 mach 2 top speed', 'ultraviolette f77 mach 2 review', 'ultraviolette f77', 'ultraviolette f77 review', 'ultaviolette f77 mach 2 range', 'ultraviolette f77 top speed', 'ultraviolette f77 mach 2 teased', 'ultraviolette f77 sound', 'f77 ultraviolette']",508,10,1,PT11M42S
14710,UC6RJ7-PaXg6TIH2BzZfTV7w,TIMES NOW,JsUQSP92TL0,"How is BGauss RUV 350? Is This Next Big Thing In Electric Scooters? Range, Features & Ride Review",https://i.ytimg.com/vi/JsUQSP92TL0/mqdefault.jpg,"['bgauss', 'ruv 350', 'bgauss ruv 350 review', 'bgauss ruv 350', 'ruv 350 review', '2024 bgauss ruv 350 review', 'bgauss ev 350', 'bgauss ruv 350 range', '2024 ruv 350 review', 'bgauss ruv 350 india', 'bgauss ruv 350 features', 'bgauss ruv 350 launch', '2024 bgauss ruv 350', 'bgauss ruv 350 price', 'bgauss ruv 350 2024', 'bgauss ruv 350 colours', 'bgauss ruv 350 ev', 'bgauss electric scooter', 'electric scooter review', 'bygauss ruv 350 news', 'bygauss ruv 350', 'bgauss ruv 350 electric scooter']",640,10,0,PT10M8S
14711,UC6RJ7-PaXg6TIH2BzZfTV7w,TIMES NOW,2fqIwFp-FfU,How Does MG’s All New Hector Fare On Mountain Terrain? Watch Delhi To Jibhi 3-Day Test Drive Review,https://i.ytimg.com/vi/2fqIwFp-FfU/mqdefault.jpg,"['hector', 'mg hector', 'mg hector review', 'hector review', 'mg hector plus review', 'mg hector india review', 'mg hector plus', 'mg hector price', 'mg hector 2024', 'mg hector facelift review', 'mg hector india', 'mg hector features', 'mg hector interior', 'mg hector facelift', '2023 mg hector review', 'mg hector 2024 review', 'mg hector suv', 'mg hector review in english', '2024 mg hector', 'mg hector petrol review', 'mg hector ownership review', 'mg hector suv india', 'mg hector price in india']",1357,13,5,PT14M17S
14712,UC6RJ7-PaXg6TIH2BzZfTV7w,TIMES NOW,PFIM7t34VYc,"Honda City 2024 Driven, Reviewed: Perfect Entry Level Sedan For You? Know Mileage, Price | Watch",https://i.ytimg.com/vi/PFIM7t34VYc/mqdefault.jpg,"['honda city', 'honda city 2024', 'honda city 2024 review', 'times drive', 'honda city 2024 mileage', 'honda city 2024 features', 'honda city 2024 on-road price', 'honda city latest version', 'honda city test drive', 'entry level sedan', 'entry level sedan india', 'best sedan in india', 'low cost sedan', 'cheap sedan', 'honda', 'new honda city', 'honda city hybrid', 'honda city review', '2022 honda city', 'city 2024 honda', 'new honda city 2024', '2024 honda city', 'honda city hatchback', 'honda city v 2024']",3395,30,4,PT9M48S
14713,UC6RJ7-PaXg6TIH2BzZfTV7w,TIMES NOW,E29oIFO0sKY,"Nexon Or Brezza? Watch Tata Vs Maruti Suzuki Sub-Compact SUV Clash| Cars Driven, Reviewed & Compared",https://i.ytimg.com/vi/E29oIFO0sKY/mqdefault.jpg,"['nexon', 'brezza', 'tata nexon', 'maruti suzuki', 'suv', 'maruti brezza', 'nexa', 'car review', 'nexon review', 'brezza review', 'car news', 'suv news', 'brezza mileage', 'nexon price', 'brezza price', 'times now', 'maruti fronx vs tata nexon', 'tata nexon vs maruti fronx', 'maruti suzuki brezza', 'maruti suzuki vitara brezza', 'tata nexon vs maruti suzuki vitara brezza', 'maruti suzuki fronx vs tata nexon comparison', 'maruti suzuki fronx', 'nexon vs fronx', 'nexon vs brezza', 'brezza vs nexon', 'fronx maruti suzuki']",978,5,0,PT15M37S
14714,UC6RJ7-PaXg6TIH2BzZfTV7w,TIMES NOW,B7YYaV7gDME,"Royal Enfield Classic 350 2024: What's New? Bike Review, Walkaround| What Has RE Changed| Watch",https://i.ytimg.com/vi/B7YYaV7gDME/mqdefault.jpg,"['royal enfield', 'royal enfield classic 350', 'royal enfield classic 350 review', 'royal enfield classic 350 price', 'royal enfield classic 350cc', 'royal enfield classic 350cc price in india', '2024 royal enfield classic 350', 're classic 350 walkaround', 're classic 350 new model 2024', 're classic 350 review', 'royal enfield classic 350 2024', 'classic 350 2024 walkaround', 're classic 350 cc walkaround', 'royal enfield classic 350 on road price', 're 350 classic', 're classic 350']",1325,16,3,PT3M19S
0,UCz4tgANd4yy8Oe0iXCdSWfA,English with Lucy,#NAME?,30+ Advanced Everyday English Phrases (and WHY we use them!),https://i.ytimg.com/vi/-M9vk7P13Jo/mqdefault.jpg,"['#Grammar', '#EnglishGrammar', '#LearnEnglish']",338160,13734,523,PT11M38S
1,UCz4tgANd4yy8Oe0iXCdSWfA,English with Lucy,xhieBepo6_A,Advanced Verbs (C1-C2) for Total English Fluency,https://i.ytimg.com/vi/xhieBepo6_A/mqdefault.jpg,"['#Grammar', '#EnglishGrammar', '#LearnEnglish']",427256,20276,527,PT10M47S
2,UCz4tgANd4yy8Oe0iXCdSWfA,English with Lucy,VdeENKRVf-I,C1 Advanced Adjectives to Enrich and Build your English Vocabulary,https://i.ytimg.com/vi/VdeENKRVf-I/mqdefault.jpg,"['#Grammar', '#EnglishGrammar', '#LearnEnglish']",293130,12243,378,PT12M41S
3,UCz4tgANd4yy8Oe0iXCdSWfA,English with Lucy,FZMznBKlbB0,You understand English but can't speak fluently? This is why! (ACTION PLAN!),https://i.ytimg.com/vi/FZMznBKlbB0/mqdefault.jpg,"['#Grammar', '#EnglishGrammar', '#LearnEnglish']",610061,23250,663,PT22M30S
4,UCz4tgANd4yy8Oe0iXCdSWfA,English with Lucy,BaX7xwa8Vh4,ALL the Grammar you need for ADVANCED (C1 Level) English in 13 minutes,https://i.ytimg.com/vi/BaX7xwa8Vh4/mqdefault.jpg,"['#Grammar', '#EnglishGrammar', '#LearnEnglish']",1188151,45580,868,PT13M36S
5,UCz4tgANd4yy8Oe0iXCdSWfA,English with Lucy,u0cjcomXtd4,21 Advanced Phrases (C1) to Build Your Vocabulary | Advanced English,https://i.ytimg.com/vi/u0cjcomXtd4/mqdefault.jpg,"['#Grammar', '#EnglishGrammar', '#LearnEnglish']",507520,19414,387,PT15M51S
6,UCz4tgANd4yy8Oe0iXCdSWfA,English with Lucy,xvj_7nnODFE,Master the C1 (Advanced) Level of English in 3 Months - Clear Plan,https://i.ytimg.com/vi/xvj_7nnODFE/mqdefault.jpg,"['#Grammar', '#EnglishGrammar', '#LearnEnglish']",109741,3520,225,PT11M49S
7,UCz4tgANd4yy8Oe0iXCdSWfA,English with Lucy,c6T9QEvczHc,You are absolutely fluent in English if you can understand these,https://i.ytimg.com/vi/c6T9QEvczHc/mqdefault.jpg,"['#Grammar', '#EnglishGrammar', '#LearnEnglish']",7128238,207443,7830,PT9M8S
8,UCz4tgANd4yy8Oe0iXCdSWfA,English with Lucy,HzvsfOE2Vx8,"YES, you can understand fast spoken English",https://i.ytimg.com/vi/HzvsfOE2Vx8/mqdefault.jpg,"['#Grammar', '#EnglishGrammar', '#LearnEnglish']",1858086,70074,1805,PT14M51S
9,UCz4tgANd4yy8Oe0iXCdSWfA,English with Lucy,81IED6Vl6GI,111 Advanced English Idioms in Context,https://i.ytimg.com/vi/81IED6Vl6GI/mqdefault.jpg,"['#Grammar', '#EnglishGrammar', '#LearnEnglish']",550746,19885,520,PT30M28S
110,UCz4tgANd4yy8Oe0iXCdSWfA,English with Lucy,G7DFvgq4zn4,"📈 Transition from Learner to Fluent, Confident English Speaker!",https://i.ytimg.com/vi/G7DFvgq4zn4/mqdefault.jpg,"['#Grammar', '#EnglishGrammar', '#LearnEnglish']",161520,5168,212,PT9M58S
232,UCz4tgANd4yy8Oe0iXCdSWfA,English with Lucy,qusfpfv3oiI,Do you have B2 ENGLISH? Take this test!,https://i.ytimg.com/vi/qusfpfv3oiI/mqdefault.jpg,"['#Grammar', '#EnglishGrammar', '#LearnEnglish']",685248,24024,1633,PT14M49S
233,UCz4tgANd4yy8Oe0iXCdSWfA,English with Lucy,yI4Vpw59Dfo,English Dictation Practice - Listening Test (MAX SCORE: 71),https://i.ytimg.com/vi/yI4Vpw59Dfo/mqdefault.jpg,"['#Grammar', '#EnglishGrammar', '#LearnEnglish']",178415,6239,769,PT14M55S
234,UCz4tgANd4yy8Oe0iXCdSWfA,English with Lucy,i05oOoV4KGM,B1 vs B2 vs C1 English Grammar - What is YOUR level? (+ FREE ebook!),https://i.ytimg.com/vi/i05oOoV4KGM/mqdefault.jpg,"['#Grammar', '#EnglishGrammar', '#LearnEnglish']",166762,7556,343,PT11M19S
235,UCz4tgANd4yy8Oe0iXCdSWfA,English with Lucy,kcwXR5XmP2s,Challenge your English! Can you answer these 20 Questions? (A1-C1),https://i.ytimg.com/vi/kcwXR5XmP2s/mqdefault.jpg,"['#Grammar', '#EnglishGrammar', '#LearnEnglish']",207202,9923,562,PT15M24S
236,UCz4tgANd4yy8Oe0iXCdSWfA,English with Lucy,Lb8IqyliEIg,Challenge your English! Can you pass this Collocations Test? (A1-C2 Level),https://i.ytimg.com/vi/Lb8IqyliEIg/mqdefault.jpg,"['#Grammar', '#EnglishGrammar', '#LearnEnglish']",104910,5676,313,PT12M20S
493,UCz4tgANd4yy8Oe0iXCdSWfA,English with Lucy,nY4KnW63g3w,"Stop saying ""you're welcome"" | Use these alternatives to sound like a native! #shorts",https://i.ytimg.com/vi/nY4KnW63g3w/mqdefault.jpg,['shorts'],565587,35799,526,PT48S
494,UCz4tgANd4yy8Oe0iXCdSWfA,English with Lucy,uiAaea6hE0A,Words you might pronounce incorrectly! BRITISH ENGLISH PRONUNCIATION #shorts,https://i.ytimg.com/vi/uiAaea6hE0A/mqdefault.jpg,[],1454793,93295,1250,PT51S
495,UCz4tgANd4yy8Oe0iXCdSWfA,English with Lucy,RkZBHrGSP8A,Idioms to make YOU sound like a native - Part 1!,https://i.ytimg.com/vi/RkZBHrGSP8A/mqdefault.jpg,[],605828,43859,316,PT52S
496,UCz4tgANd4yy8Oe0iXCdSWfA,English with Lucy,KBOyBJZvYR8,I think you'll like the last idiom 😂😎,https://i.ytimg.com/vi/KBOyBJZvYR8/mqdefault.jpg,"['#Grammar', '#EnglishGrammar', '#LearnEnglish']",769415,48137,387,PT51S
497,UCz4tgANd4yy8Oe0iXCdSWfA,English with Lucy,4V4UapisbwE,Can you guess these accents? (Level: hard!) | English Accent Challenge,https://i.ytimg.com/vi/4V4UapisbwE/mqdefault.jpg,"['#Grammar', '#EnglishGrammar', '#LearnEnglish']",826075,41499,559,PT39S
498,UCz4tgANd4yy8Oe0iXCdSWfA,English with Lucy,MYMH7UtQh_0,Do you speak British English or American English? (Take the test!),https://i.ytimg.com/vi/MYMH7UtQh_0/mqdefault.jpg,"['#Grammar', '#EnglishGrammar', '#LearnEnglish']",6155420,313381,9280,PT42S
499,UCz4tgANd4yy8Oe0iXCdSWfA,English with Lucy,EtUsEWTgiSo,Can you pronounce these DIFFICULT English words? (Level: HARD!),https://i.ytimg.com/vi/EtUsEWTgiSo/mqdefault.jpg,"['#Grammar', '#EnglishGrammar', '#LearnEnglish']",3238663,169977,1793,PT51S
500,UCz4tgANd4yy8Oe0iXCdSWfA,English with Lucy,Z7IxE2JVPS0,Weird British Slang Phrases!,https://i.ytimg.com/vi/Z7IxE2JVPS0/mqdefault.jpg,"['#Grammar', '#EnglishGrammar', '#LearnEnglish']",753416,50916,542,PT28S
501,UCz4tgANd4yy8Oe0iXCdSWfA,English with Lucy,1ZGiMd-jgxk,Do you know your English fluency level? Take this test!,https://i.ytimg.com/vi/1ZGiMd-jgxk/mqdefault.jpg,"['#Grammar', '#EnglishGrammar', '#LearnEnglish']",400561,24890,457,PT55S
502,UCz4tgANd4yy8Oe0iXCdSWfA,English with Lucy,H_4Jr35H9Os,Can you pronounce: Bear Beer Bird Beard?,https://i.ytimg.com/vi/H_4Jr35H9Os/mqdefault.jpg,"['#Grammar', '#EnglishGrammar', '#LearnEnglish']",604925,33881,395,PT23S
1179,UCz4tgANd4yy8Oe0iXCdSWfA,English with Lucy,mH2uXn-6K_Q,30 Minute Hobbies & Sport Vocabulary Conversation Practice (+ Free PDF & Quiz),https://i.ytimg.com/vi/mH2uXn-6K_Q/mqdefault.jpg,[],410624,12074,692,PT29M57S
1180,UCz4tgANd4yy8Oe0iXCdSWfA,English with Lucy,CmTakDD3HlA,10 Weirdest & Most Confusing Things About British Homes (+ Free PDF & Quiz),https://i.ytimg.com/vi/CmTakDD3HlA/mqdefault.jpg,[],1401615,40203,4097,PT13M58S
1181,UCz4tgANd4yy8Oe0iXCdSWfA,English with Lucy,KWmi_v6XgAo,How to make FANTASTIC small talk | British English Conversation Practice (+ Free PDF & Quiz),https://i.ytimg.com/vi/KWmi_v6XgAo/mqdefault.jpg,[],1205872,37449,1144,PT18M19S
1182,UCz4tgANd4yy8Oe0iXCdSWfA,English with Lucy,Y0UzqEHaIsU,Everyday British English - Slang English Vocabulary,https://i.ytimg.com/vi/Y0UzqEHaIsU/mqdefault.jpg,"['#Grammar', '#EnglishGrammar', '#LearnEnglish']",194019,8491,312,PT12M42S
1184,UCz4tgANd4yy8Oe0iXCdSWfA,English with Lucy,28U3deacl0o,25 Smart Sentences for Daily Use in English Conversation | Improve English Conversation Skills,https://i.ytimg.com/vi/28U3deacl0o/mqdefault.jpg,"['#Grammar', '#EnglishGrammar', '#LearnEnglish']",999286,31231,771,PT15M22S
1185,UCz4tgANd4yy8Oe0iXCdSWfA,English with Lucy,4zCVYWtYKV8,Improve your English conversation skills | 6 communication & small talk tips (with examples!),https://i.ytimg.com/vi/4zCVYWtYKV8/mqdefault.jpg,"['#Grammar', '#EnglishGrammar', '#LearnEnglish']",315346,11509,283,PT9M55S
1186,UCz4tgANd4yy8Oe0iXCdSWfA,English with Lucy,N20jOJDYyYA,English Speaking Practice - Speak with me! (Shadowing Method),https://i.ytimg.com/vi/N20jOJDYyYA/mqdefault.jpg,"['#Grammar', '#EnglishGrammar', '#LearnEnglish']",518700,20370,467,PT9M25S
1187,UCz4tgANd4yy8Oe0iXCdSWfA,English with Lucy,veFTSqn4Gjc,"No more fake idioms! 🙏  Here, have 25 real conversation phrases (that British people REALLY use!)",https://i.ytimg.com/vi/veFTSqn4Gjc/mqdefault.jpg,"['#Grammar', '#EnglishGrammar', '#LearnEnglish']",297521,14072,409,PT14M22S
1188,UCz4tgANd4yy8Oe0iXCdSWfA,English with Lucy,uCr3XwbQOvw,Telephone English: Speak English clearly on the phone and understand everything!,https://i.ytimg.com/vi/uCr3XwbQOvw/mqdefault.jpg,"['#Grammar', '#EnglishGrammar', '#LearnEnglish']",111732,6080,222,PT12M58S
